segment_name,segment_id,start_imu_index,end_imu_index,start_timestamp,end_timestamp,duration_s,interval_count,bias_version,median_omega_norm,max_omega_norm,median_alpha_norm,max_alpha_norm,median_e_left_norm,p95_e_left_norm,max_e_left_norm,median_e_trap_norm,p95_e_trap_norm,max_e_trap_norm,median_abs_e_left_x,median_abs_e_left_y,median_abs_e_left_z,median_abs_e_trap_x,median_abs_e_trap_y,median_abs_e_trap_z,median_improvement_ratio,positive_improvement_fraction,best_lag_s,best_lag_ms,zero_lag_rmse,best_lag_rmse,rmse_reduction_fraction,yz_best_lag_s,yz_best_lag_ms,yz_zero_lag_rmse,yz_best_lag_rmse,yz_rmse_reduction_fraction
longest_high_NIS_segment,125,16069,16275,1786181314.4256248,1786181315.4556334,1.0300085544586182,207,estimated_bias,0.7326052837763783,1.494997296436403,4.850188247062253,28.272598854376135,6.54307220599409e-05,0.0006881587322777484,0.007060720821223345,2.681499175086472e-05,0.0005693353982568133,0.00697138723478913,3.298157189329203e-05,1.8839113788064827e-05,3.379286663034219e-05,4.540628240539165e-06,1.3886188765313563e-05,1.7874140645960463e-05,0.6011605636236448,0.9420289855072463,0.004750000000000004,4.750000000000004,0.16986729357758107,0.16864520373926548,0.007194379874884187,0.006249999999999999,6.249999999999998,0.16756840060924638,0.1657526609694426,0.010835811723463953
longest_high_NIS_segment,125,16069,16275,1786181314.4256248,1786181315.4556334,1.0300085544586182,207,fixed_bg0,0.7262320486521296,1.488533018889339,4.841707819744689,28.276991871520213,5.8816742406100375e-05,0.000686887057897978,0.007029486609391115,5.130018593550191e-06,0.0005551668361790144,0.006940850713014391,3.3049003896741336e-05,1.4477551150247386e-05,2.7879944839124496e-05,2.55923559259008e-06,4.216099510948886e-06,1.1108555720525535e-06,0.9097479403163705,0.9855072463768116,0.004500000000000004,4.5000000000000036,0.16976638682313583,0.16875421446552316,0.005962148199968217,0.005750000000000005,5.750000000000005,0.16744557069216276,0.1659079194063656,0.009182991699577599
max_NIS_segment,199,19249,19411,1786181330.325651,1786181331.135653,0.8100020885467529,163,estimated_bias,0.7634188223195356,1.4713173445855539,9.020108382813113,36.378813950796804,0.00012039682137269005,0.0003765753373742748,0.0066420577584524925,2.802604617294095e-05,0.00019347574050923935,0.00661347640313407,6.170183106232426e-05,2.310052656446906e-05,3.572330269280926e-05,4.12266494142972e-06,1.4927436029596577e-05,1.6741601867651317e-05,0.7698280683970109,0.9693251533742331,0.0005000000000000004,0.5000000000000004,0.16880206864514014,0.1686897031718251,0.0006656640775608425,0.0037500000000000033,3.7500000000000036,0.1663845114838355,0.16567723272922597,0.004250868955901946
max_NIS_segment,199,19249,19411,1786181330.325651,1786181331.135653,0.8100020885467529,163,fixed_bg0,0.762345110565908,1.4645111684327767,9.02257145334857,36.3824466544617,0.00011748882227231539,0.00037509849582560223,0.006627337340566278,8.990947572726937e-06,0.00020385103747854976,0.006599523204914915,6.178519291327691e-05,2.4730014214581137e-05,3.170344192097419e-05,2.3756880078081556e-06,8.046421948942143e-06,2.4234495648589255e-06,0.914586684419016,0.9877300613496932,0.0005000000000000004,0.5000000000000004,0.1687179583190675,0.16863201426967703,0.0005093947926274516,0.003500000000000003,3.500000000000003,0.1662920916459406,0.1657825739301833,0.0030639924647898288
