imu_index,timestamp,dt,pose_index,has_pose_match,update_applied,skip_reason,omega_hat_x,omega_hat_y,omega_hat_z,a_hat_W_x,a_hat_W_y,a_hat_W_z,q_norm,P_min_eigenvalue,P_symmetry_error,r_position_x,r_position_y,r_position_z,r_theta_x,r_theta_y,r_theta_z,position_residual_norm,attitude_residual_norm,NIS,delta_p_x,delta_p_y,delta_p_z,delta_v_x,delta_v_y,delta_v_z,delta_theta_x,delta_theta_y,delta_theta_z,delta_bg_x,delta_bg_y,delta_bg_z,delta_ba_x,delta_ba_y,delta_ba_z
4512,1786181256.6396685,0.004307985305786133,4483,True,True,,0.003680678796327932,-0.0012013279212873024,0.0012261654163054463,0.07482010059600322,0.011413326012793296,-0.02613663336369676,1.0,2.497901558960145e-09,0.0,-0.0008238572826615234,0.000638833900420941,0.0021873325789802727,0.0003810776674336023,-0.000499502481642024,0.00016444035731031528,0.0024230710649070846,0.0006494332520710038,9.966086444787296,-6.045864198796927e-05,2.0915426722802132e-05,9.548160408923e-05,-0.0004655594134142388,5.4993912103678345e-05,0.0004253716816537061,2.5876686322929825e-05,-2.022692445029197e-05,1.0727945944986405e-05,-7.9115051279201e-06,1.279244161489412e-05,-4.520109358925824e-06,5.158252455524989e-05,-3.657965417404161e-05,-0.00014038926535595643
4513,1786181256.6455283,0.005859851837158203,4484,True,True,,0.003688590301455852,-0.0012141203629021965,0.0012306855256643719,0.07452352239607503,0.01104205193096097,-0.025993899757926542,1.0,2.5221981970672908e-09,0.0,-0.0007726112963839377,0.0006255618801782516,0.0021555493469312885,0.0003635289121428115,-0.00048425833646655134,0.00015655372036085726,0.0023737415335895614,0.0006254346278868105,9.40973555201221,-5.743279452625323e-05,2.0584600693362573e-05,9.476226374363591e-05,-0.00044273340206027424,5.449184239845215e-05,0.0004221833676111978,2.493861598207052e-05,-1.9819994469069306e-05,1.0289418063739257e-05,-7.624875597426673e-06,1.2535237071786121e-05,-4.33556565676336e-06,4.899474777770431e-05,-3.594270765941604e-05,-0.00013937846488889033
4514,1786181256.649759,0.0042307376861572266,4485,True,True,,0.006892008177053279,-0.0033571845999739824,0.0023002870913211362,-0.013929444907879411,-0.02030222104641807,0.02774510885503112,1.0,2.513588133998868e-09,0.0,-0.0007214282527648417,0.0006103766059502285,0.0021044088659006245,0.0003373782007578419,-0.00046431933579012697,0.00014456906584572185,0.0023068495832758162,0.0005918755872095825,8.681015686253241,-5.3042573732250895e-05,2.0005301151823726e-05,9.186150177363496e-05,-0.0004095007801150057,5.3754883583502325e-05,0.00040929082361520314,2.28767797513854e-05,-1.8930232629727547e-05,9.383230170369292e-06,-6.9948323847615e-06,1.1972797647972048e-05,-3.953917465388775e-06,4.525600382718691e-05,-3.4823953311235225e-05,-0.00013517147162756617
4515,1786181256.6555557,0.005796670913696289,4486,True,True,,0.0068990030094380405,-0.0033691573976219547,0.0023042410087865256,-0.01429594538256228,-0.020780829582264463,0.027878716560701733,1.0,2.53550265223091e-09,0.0,-0.0006735015543593847,0.000597471075273406,0.0020705493613774936,0.0002964697927630287,-0.00043592398363374136,0.0001278649860648696,0.002257819897027576,0.0005424698260635635,7.844747921092537,-5.010645053887231e-05,1.9727709614305314e-05,9.097752791562435e-05,-0.00038700635679146705,5.4313868424048825e-05,0.0004053498853405715,2.028935793173535e-05,-1.794465944476471e-05,8.359836740050885e-06,-6.204098202257052e-06,1.1349279820849959e-05,-3.5227760585609693e-06,4.277579027754748e-05,-3.4155201751508655e-05,-0.00013391270536893666
4516,1786181256.6597583,0.004202604293823242,4487,True,True,,0.0005136201076402975,-0.0001847116774428047,0.00017723278484508415,-0.07955351682012853,-0.033850064873207714,-0.004961120108266215,1.0,2.5253760924213036e-09,0.0,-0.0006252009555771532,0.0005818643695786954,0.0020198240202176326,0.0002740211087619663,-0.00041720296991844686,0.00011876241631863398,0.0021929731991266826,0.000513079328842773,7.2442440435388855,-4.599504939985417e-05,1.912953195304143e-05,8.810422680050554e-05,-0.0003558221377045639,5.3342811062385044e-05,0.0003925702284548951,1.8532446409794535e-05,-1.709610815349328e-05,7.670100432956808e-06,-5.66717785675492e-06,1.0812691753562226e-05,-3.2323274461944586e-06,3.926886241656509e-05,-3.302888835786536e-05,-0.00012973935093961303
4517,1786181256.6655276,0.005769252777099609,4488,True,True,,0.0005192872854970524,-0.00019552436919636693,0.00018046511229127815,-0.07976549777802269,-0.034020655127267686,-0.004833549058693265,1.0,2.545880887150124e-09,0.0,-0.0005806301778646192,0.0005691318891293314,0.001984805639510702,0.00027447457868452947,-0.00039704447772697375,0.0001161374817741308,0.0021448766718169384,0.0004964559661343308,6.8334101170846475,-4.322249015408694e-05,1.8768301608525153e-05,8.712924675953719e-05,-0.00033466633601924456,5.208924147535838e-05,0.0003882182687146912,1.8744186565052973e-05,-1.6416091244315373e-05,7.558449512928351e-06,-5.7318977613366e-06,1.0382230782687924e-05,-3.1855673338370037e-06,3.690640926052523e-05,-3.2435461934437204e-05,-0.00012834370600901476
4518,1786181256.669815,0.0042874813079833984,4489,True,True,,0.00691660618325839,0.0008593564000209451,0.002314181679625115,0.015601809331912865,0.05965796602496455,0.008133128416714541,1.0,2.5366057580177284e-09,0.0,-0.0005363796559036214,0.0005550676552909944,0.0019357765412527988,0.0002540452385945856,-0.00038040725563437107,0.00010877846160222302,0.0020839947348499175,0.0004701929573062531,6.326077606625999,-3.954120557022007e-05,1.8235297446538568e-05,8.442498907165797e-05,-0.00030670978995464565,5.123083076513706e-05,0.0003762023464370849,1.7167591083252256e-05,-1.566284321950903e-05,7.003724398204239e-06,-5.2501147640312146e-06,9.905831994740024e-06,-2.951750116946952e-06,3.3760433324059884e-05,-3.1434333825647265e-05,-0.00012441199103295023
4519,1786181256.6756089,0.00579380989074707,4490,True,True,,0.006921856298022421,0.0008494505680262049,0.0023171334297420604,0.015453306971653313,0.0592294766889968,0.00826044198154996,1.0,2.5567300669458802e-09,0.0,-0.0004947474031720914,0.0005415632509599734,0.001899770243649687,0.0001967740821449397,-0.0003636748703885972,9.038672315338677e-05,0.002036465743977211,0.0004232602160356598,5.713136089886921,-3.692821844626709e-05,1.7969688932419705e-05,8.34019684686765e-05,-0.0002867853585848349,5.245365869146268e-05,0.00037164300306151107,1.3414546870817174e-05,-1.5104823508770808e-05,5.868043986139739e-06,-4.1030723608282714e-06,9.552585895737302e-06,-2.4728544580425997e-06,3.152227028424029e-05,-3.0702701751773104e-05,-0.00012293824910719663
4520,1786181256.6796358,0.004026889801025391,4491,True,True,,-0.006922479629616752,0.0008398979821304677,-0.0008761867157998978,0.0293279639205541,-0.004285035304967617,-0.07734895944793685,1.0,2.541683645255664e-09,0.0,-0.0004544730836062664,0.0005267377739374014,0.0018486934911085937,0.00018325664955990187,-0.00034788622364484054,8.396705419259406e-05,0.001975263549575701,0.0004020675197023141,5.296037351740734,-3.347410088595864e-05,1.7373442242787744e-05,8.045439669042195e-05,-0.0002604993440175762,5.1117180171598065e-05,0.0003585396535925062,1.23215896843533e-05,-1.4352889614161773e-05,5.37798634675226e-06,-3.768983269712744e-06,9.076909328069785e-06,-2.2666292410728255e-06,2.8569360084844416e-05,-2.963494531319941e-05,-0.00011864270994045406
4521,1786181256.6855276,0.0058917999267578125,4492,True,True,,-0.006918710646347039,0.000830821072802398,-0.0008739200865588246,0.029192983770300288,-0.004103446671865821,-0.07723001830242815,1.0,2.5632895216355487e-09,0.0,-0.0004156238779952758,0.000513965898883896,0.0018133973953111423,0.00016175440180631845,-0.0003302874056342407,7.160059399362026e-05,0.0019301073199427534,0.00037467439448747575,4.8899426759155,-3.105313773796981e-05,1.7069657436588858e-05,7.951417588803666e-05,-0.0002419758958768184,5.089033464550101e-05,0.00035434781765041154,1.0996551217160506e-05,-1.375468124658722e-05,4.63306779958123e-06,-3.363935945865492e-06,8.698027139478058e-06,-1.952947507594169e-06,2.6500338085238638e-05,-2.9023993763047912e-05,-0.00011728968468135207
4522,1786181256.6897254,0.004197835922241211,4493,True,True,,-0.009045875710401174,0.0018873890456629198,-0.003002497139051232,-0.018099667549811887,-0.00535878650525428,0.028608491007608094,1.0,2.551012697577184e-09,0.0,-0.0003789771458528896,0.0004995722041904651,0.00176549901575858,0.00015079092363398894,-0.0003143345984756656,6.748517675597849e-05,0.0018735481949827277,0.0003551033533086319,4.53286287180299,-2.8018242960215726e-05,1.650844589919367e-05,7.685755693077611e-05,-0.0002188186875086116,4.9531658789586696e-05,0.00034253234057822165,1.0134276590977427e-05,-1.3019148651879648e-05,4.3185775064439875e-06,-3.100298034658096e-06,8.232745044162558e-06,-1.8206753263926238e-06,2.3907181086321492e-05,-2.8030890007372828e-05,-0.00011341543410467094
4523,1786181256.6955264,0.005800962448120117,4494,True,True,,-0.009042775412366515,0.0018791563006187572,-0.0030006764637248405,-0.01817478358957648,-0.005055367158070131,0.02872184906586206,1.0,2.5701800681340543e-09,0.0,-0.00034317763580716046,0.00048702214175890164,0.0017289100279298552,0.00019311214221360087,-0.00031022622286232146,8.257625373701301e-05,0.0018286856867592179,0.0003746350844528423,4.51880295232133,-2.572609921660365e-05,1.606909371153646e-05,7.577414353612515e-05,-0.00020151199154703754,4.648352540884268e-05,0.00033769513879724637,1.3138120259792525e-05,-1.2954367747222317e-05,5.333966811208676e-06,-4.018388209193474e-06,8.191253740998206e-06,-2.2492989140699127e-06,2.1913108050153922e-05,-2.751977689466058e-05,-0.00011184783490915657
4524,1786181256.6997404,0.004214048385620117,4495,True,True,,0.009070739975842679,-0.0013248299531222404,0.00445842283518923,-0.042232807499256265,-0.004810618670352314,0.019416492335235347,1.0,2.557698466677246e-09,0.0,-0.00031101229319563384,0.00047332097697558653,0.001681752260823345,0.00017767830163150129,-0.000295835393950891,7.656272873867625e-05,0.001774556863148759,0.0003534826878598805,4.174445803906678,-2.3084637093530903e-05,1.5550008932538335e-05,7.318995438335977e-05,-0.00018131995119433208,4.5432662326877474e-05,0.0003261992647483225,1.1953970665256442e-05,-1.2285397173242474e-05,4.892355591769169e-06,-3.6564793460707348e-06,7.768078380590598e-06,-2.0630276152303293e-06,1.9654319743759703e-05,-2.657454222122426e-05,-0.00010807322144545504
4525,1786181256.7055292,0.0057888031005859375,4496,True,True,,0.00907439645518875,-0.001332598031502831,0.00446048586280446,-0.04242346841247449,-0.005279486090270677,0.019523448756494588,1.0,2.5761257010561952e-09,0.0,-0.00027695904079503425,0.0004605760811587853,0.0016447146207792095,0.00014912933958718757,-0.00027997301194373006,6.195928241728615e-05,0.0017302955876435067,0.00032320798260596805,3.8075913042033926,-2.084479101750787e-05,1.5246134850916974e-05,7.205622540709451e-05,-0.00016415315972618914,4.545864896488787e-05,0.000321130580752336,1.0129091837042044e-05,-1.1718750199748528e-05,3.995759896303801e-06,-3.0987010385687325e-06,7.4093180906062364e-06,-1.684772059522518e-06,1.773643830418472e-05,-2.592857925659821e-05,-0.00010642673556812773
4526,1786181256.7100012,0.004472017288208008,4497,True,True,,0.0037511731562273175,-0.0002747413495934373,0.00126637763486398,0.07204365061002542,-0.015499994105758424,-0.028954217440698926,1.0,2.568109399805158e-09,0.0,-0.00024767452317569875,0.0004477532162340866,0.0015996514917022996,0.0001382102941784075,-0.0002670719667020872,5.635664660394985e-05,0.0016794970994269895,0.0003059503103960596,3.530374133261455,-1.8537093247223435e-05,1.4776496222606051e-05,6.974456748210543e-05,-0.00014648318859211145,4.4371313204536504e-05,0.0003108422874031872,9.31386807628118e-06,-1.1138691258959935e-05,3.6071753340799388e-06,-2.8494786954959576e-06,7.042355437329259e-06,-1.5209268996955864e-06,1.5759217321668866e-05,-2.5092960048039005e-05,-0.00010304561040016456
4527,1786181256.7154121,0.005410909652709961,4498,True,True,,0.0037540226349228136,-0.0002817837050307667,0.0012678985617636772,0.07190940103814988,-0.015729544979357604,-0.02885083633637464,1.0,2.578557980109761e-09,0.0,-0.0002182287036542989,0.00043473826845235805,0.0015610997560703945,0.00011455551658434604,-0.0002584465977446973,5.189350630175424e-05,0.0016351310582209107,0.00028742050424770667,3.2873270005961897,-1.648807733252611e-05,1.441652039812197e-05,6.829357877671326e-05,-0.00013087797848415042,4.4058845918348055e-05,0.0003043713159102446,7.75117353599758e-06,-1.0826178849765748e-05,3.3366876885228772e-06,-2.3717517584480893e-06,6.844481858731003e-06,-1.4068223418881923e-06,1.3989859128613008e-05,-2.4376510149087414e-05,-0.00010092785203724557
4528,1786181256.7197182,0.00430607795715332,4499,True,True,,-0.0015699286133187382,-0.0013538941868894978,0.0012693053841055651,-0.013984641924238268,-0.018054117849726613,0.03890728133504773,1.0,2.567201508004137e-09,0.0,-0.0001915126559098885,0.00042125614606192477,0.0015160746142606697,0.00010554012562592754,-0.0002477952038496927,4.7035797621412386e-05,0.0015851233623835855,0.00027341094971842253,3.0562802197634267,-1.437506256593331e-05,1.3911541287368358e-05,6.59158470671769e-05,-0.00011471748458753623,4.277144625323445e-05,0.00029379186220894775,7.071615952096637e-06,-1.0327758014609595e-05,2.9967751779299192e-06,-2.1639812291155564e-06,6.529182184496415e-06,-1.2635999930131959e-06,1.217657259825969e-05,-2.3491647680755032e-05,-9.744795169100643e-05
4529,1786181256.725528,0.005809783935546875,4500,True,True,,-0.0015677646320896225,-0.0013604233690739944,0.0012705689840985766,-0.014154444123708022,-0.01803407688859694,0.03900435427259197,1.0,2.588652196633458e-09,0.0,-0.0006086227607621474,-0.0014562875774351506,0.0016718278687530676,-0.0011582565383895015,4.6270583124889876e-05,0.00012371087474719378,0.00229917454662518,0.001165763078895306,14.974105158042706,-4.365535962123487e-05,-4.579283945265639e-05,7.390450930770705e-05,-0.00032977289941292834,-0.00011241252756073158,0.00032957573634422136,-7.32821331809424e-05,1.839139756136331e-06,7.0137373119321375e-06,2.2409153810583053e-05,-1.160467733324211e-06,-2.9559949911183922e-06,3.861901219081243e-05,8.567166730028488e-05,-0.00010813224663430455
4530,1786181256.729779,0.004251003265380859,4501,True,True,,-0.0005249087859002056,0.0018365320986593295,-0.004052798020910303,-0.14150870128900628,0.001049435705767228,0.001468100677742612,1.0,2.5788157827265683e-09,0.0,-0.0005624675485728474,-0.0014442658122991048,0.0016233464418620477,-0.0010866695588884383,4.47050588917267e-05,0.0001159462330247246,0.002244443617041808,0.001093751709236575,13.468936151314708,-4.0006542301248086e-05,-4.530715843716447e-05,7.124897015125586e-05,-0.00030233867481032495,-0.00011348163370730958,0.00031773143363616433,-6.834998263371354e-05,1.7704380900982134e-06,6.555727507356452e-06,2.0901503380810138e-05,-1.118069557236914e-06,-2.7634355386322974e-06,3.543330469321409e-05,8.446110166460287e-05,-0.00010427307868622543
4531,1786181256.7355394,0.0057604312896728516,4502,True,True,,-0.0005458102892810158,0.0018376501682165662,-0.0040500345853716705,-0.14145255083382144,0.0016608081167497155,0.001574602434068595,1.0,2.5984644611805862e-09,0.0,-0.0005186001595597345,-0.0014446874145537907,0.0015844702747840641,-0.0010251046816569878,5.0409946274988724e-05,0.00012076686920960997,0.002206040322147305,0.0010334241180353847,12.300915545687577,-3.738316807503072e-05,-4.562202617677232e-05,6.996048151679111e-05,-0.00028233803511876546,-0.00011617268818763375,0.0003119573001099578,-6.53778660840112e-05,2.0192585270343653e-06,6.93527401726578e-06,1.999268424964917e-05,-1.2764139181860104e-06,-2.9241113514417542e-06,3.3151580449543683e-05,8.479867994122927e-05,-0.00010240101367824655
4532,1786181256.7398908,0.004351377487182617,4503,True,True,,-0.002696331973530665,0.003969454582134753,0.00021394752597977268,0.07167393580079492,0.043751058638906,0.004654656292776949,1.0,2.589825214848065e-09,0.0,-0.00047622974439645235,-0.0014320056388723284,0.0015367515600215103,-0.0009599631701277021,4.913816209330594e-05,0.00011293808313187043,0.0021538431410942165,0.0009678320399723481,11.064133354190098,-3.4083409600218555e-05,-4.513300887019228e-05,6.742996566496857e-05,-0.00025748294021549694,-0.00011697246741762779,0.00030065773236033635,-6.088167557202141e-05,1.9631909343837327e-06,6.466999205122224e-06,1.8618053179999047e-05,-1.241004172437874e-06,-2.7272058786087925e-06,3.0265357968254315e-05,8.361638273921946e-05,-9.872008706238385e-05
4533,1786181256.7455807,0.005689859390258789,4504,True,True,,-0.002714950026710664,0.00397069558630719,0.00021667473185838296,0.0718312858985122,0.04438168168373972,0.004749797388942767,0.9999999999999999,2.607311103576099e-09,0.0,-0.0004344440140790391,-0.0014306169598020252,0.0014982557278999426,-0.0008956241486501867,3.0602618462401113e-05,0.00010521717760552057,0.0021166427930161677,0.0009023024938264321,9.93110081850659,-3.150327837965811e-05,-4.53795553156607e-05,6.609619777110982e-05,-0.00023830622011529042,-0.00011964148951551456,0.0002946661751962531,-5.747380856539078e-05,1.2223421112685189e-06,6.104829975047695e-06,1.7575813904278508e-05,-7.727435696927599e-07,-2.574995340959794e-06,2.7953246212925548e-05,8.380399003465666e-05,-9.678167560704718e-05
4534,1786181256.7496405,0.004059791564941406,4505,True,True,,-0.0006019968406149426,-0.0024201176701231166,0.00021924972719934363,0.15320007847809666,-0.04895296076831761,-0.08342220638524367,1.0,2.592471537610261e-09,0.0,-0.00039517511090640667,-0.0014152189827921404,0.0014507110316658712,-0.0008377233876942331,2.9209115003377455e-05,9.817202535810892e-05,0.0020648415520160782,0.0008439617249923697,8.943029931080572,-2.833400041402667e-05,-4.4712704096727606e-05,6.344372375203406e-05,-0.0002144485243024892,-0.00011973407917086435,0.00028285565670996634,-5.322098118286032e-05,1.1609027719526547e-06,5.654665217179527e-06,1.6275618134339252e-05,-7.338836195509122e-07,-2.3849266740152367e-06,2.5181176985080493e-05,8.232904213001247e-05,-9.292243590725975e-05
4535,1786181256.7555232,0.005882740020751953,4506,True,True,,-0.0006182724587492818,-0.0024193837865035656,0.00022163465387336004,0.1530906109397313,-0.048492715718189694,-0.08332427403252751,1.0,2.6134310880814015e-09,0.0,-0.00035623266698382554,-0.0014129242753842843,0.0014123089635058395,-0.0007788317247081138,3.434510295981303e-05,7.718783992372278e-05,0.0020292543776953033,0.0007834005387675105,8.01428042809075,-2.5935426318946604e-05,-4.4976442670090285e-05,6.22091713977842e-05,-0.00019616146674004528,-0.00012228822025594696,0.0002773401182773831,-5.016834168554301e-05,1.3842037800155411e-06,4.512602487375147e-06,1.5342020635184594e-05,-8.749155501276832e-07,-1.9028438890523982e-06,2.309323777624732e-05,8.257505072468745e-05,-9.112817056574488e-05
4536,1786181256.7597897,0.004266500473022461,4507,True,True,,0.0014969145206155336,-0.0013532458709534382,-0.004037520502237586,-0.09755883174290343,0.0006192676414082209,0.08803599127641704,0.9999999999999999,2.602078745152477e-09,0.0,-0.00032223994213014667,-0.0013986861085563962,0.001368334445424449,-0.0007290003069867073,3.2805135758367406e-05,7.189502692077732e-05,0.001983053343989442,0.000733271109082294,7.2588951862420625,-2.3266749415708852e-05,-4.4391732478368896e-05,5.9859019942454444e-05,-0.00017606586210316537,-0.000122261377014513,0.00026686436085077104,-4.658544049444397e-05,1.316660806952625e-06,4.179432450711899e-06,1.4246546604630174e-05,-8.326634637485949e-07,-1.7622604751764979e-06,2.075600465027486e-05,8.129351521945741e-05,-8.77058708066055e-05
4537,1786181256.7655215,0.005731821060180664,4508,True,True,,0.0014826679740109032,-0.0013524132074896897,-0.004035758241762411,-0.09762545562628813,0.0009385902360863152,0.08812412770459765,1.0,2.6194475037641637e-09,0.0,-0.00028606978697173074,-0.0013935380661711048,0.0013298680363430365,-0.0006749270681541027,3.91850993151821e-05,9.490418951130426e-05,0.0019473913985054052,0.0006826923351863788,6.5901976500937565,-2.092717382361091e-05,-4.451479009386018e-05,5.8519208538343535e-05,-0.0001582096050480503,-0.000124273402240155,0.0002608657501681141,-4.360916279044037e-05,1.5903252277301796e-06,5.583030576438814e-06,1.333633272203764e-05,-1.0061566584847801e-06,-2.3542029330845265e-06,1.8726099489330812e-05,8.12970321657433e-05,-8.575560354785072e-05
4538,1786181256.7697437,0.00422215461730957,4509,True,True,,0.004665124641288865,0.000779121949168795,0.005553976961170673,-0.16038751009936267,0.0172408707895646,0.03577827192453498,1.0,2.6068097152866397e-09,0.0,-0.00025636745323282147,-0.0013786246923980262,0.0012863162687449133,-0.000631081597716511,3.8170672791775994e-05,8.79565053917822e-05,0.0019028767318994867,0.0006383238442033445,5.983047805419523,-1.8590027786412673e-05,-4.388814592938352e-05,5.619605975680798e-05,-0.00014061120755789366,-0.0001239216666677741,0.00025051156567161234,-4.0411408995784265e-05,1.5431778760096726e-06,5.138922415686845e-06,1.2358633454008837e-05,-9.755433904240654e-07,-2.166987097903342e-06,1.667945073041646e-05,7.996863153020189e-05,-8.236853798170237e-05
4539,1786181256.775532,0.005788326263427734,4510,True,True,,0.004652766007834857,0.0007800974925592191,0.005556143948268578,-0.16035422754855466,0.0173592876430819,0.03586198147321973,1.0,2.624898848105202e-09,0.0,-0.00022241698624643827,-0.0013726187728144625,0.0012493140273572448,-0.0005737165146011784,3.187809011942781e-05,8.480235443110189e-05,0.0018693146204438696,0.000580825525500425,5.312542529211138,-1.6378489672953293e-05,-4.400676768392867e-05,5.4930466600862376e-05,-0.0001240192453141227,-0.00012609014410666468,0.00024484024197044327,-3.7152953786381403e-05,1.298681030007654e-06,5.014296438519656e-06,1.1362211955767603e-05,-8.201850848995634e-07,-2.114478226663888e-06,1.472877816531013e-05,7.994280505984764e-05,-8.052607564542003e-05
4540,1786181256.7798383,0.004306316375732422,4511,True,True,,0.01103299079587909,-0.0013496113223558813,0.006623524426495241,0.13381277365482705,0.020149262959751852,-0.033118636586007,1.0,2.6134616957540806e-09,0.0,-0.0001950965787419004,-0.0013574233816388646,0.0012068067909834193,-0.0005361765087896213,3.217788015954893e-05,7.940712912857659e-05,0.0018267576584813827,0.0005429789652517228,4.847058726734394,-1.4266343046499771e-05,-4.338427803197217e-05,5.271951197337919e-05,-0.00010809282808113771,-0.00012550075216653903,0.00023498182745395019,-3.4433658264339976e-05,1.3071915753386673e-06,4.665394724362917e-06,1.0530810571027678e-05,-8.248328419001812e-07,-1.967261513437083e-06,1.2882644818524491e-05,7.865560521570409e-05,-7.729928031742821e-05
4541,1786181256.7852874,0.005449056625366211,4512,True,True,,0.011022459985308061,-0.0013487864895139813,0.0066254916880086785,0.1337596213881661,0.019945568968681302,-0.03303966621403909,1.0,2.6246038027637177e-09,0.0,-0.0001653984232094837,-0.0013485485419625267,0.001169525922128811,-0.0005258832355659623,2.8078663046923092e-05,5.6711855890746236e-05,0.001792688118709076,0.000529677093488477,4.617297910306692,-1.2236053901766596e-05,-4.32265875420846e-05,5.127128704264141e-05,-9.287037821775855e-05,-0.00012520907758891081,0.00022850720608726374,-3.4009443340837294e-05,1.147124581991639e-06,3.3572094163909532e-06,1.0400819246836313e-05,-7.227839956938698e-07,-1.4153996182934024e-06,1.1098310759356878e-05,7.836182729716486e-05,-7.518871847098853e-05
4542,1786181256.789768,0.004480600357055664,4513,True,True,,0.002489943166061225,-0.0024133267055182874,0.00023531808762697337,0.052723694298041676,-0.013714394433853326,0.018204126119453434,1.0,2.6165030343719534e-09,0.0,-0.00013950612874534182,-0.0013335983281015894,0.0011293880495180102,-0.0004910381052815078,2.7716802254546053e-05,5.2290661192779316e-05,0.001753129723399544,0.0004945917055649526,4.219205733934512,-1.029591322419436e-05,-4.2659584458529756e-05,4.927154688891028e-05,-7.826538742156524e-05,-0.00012465660661377343,0.00021959705644265963,-3.1562711179031796e-05,1.1298992755869724e-06,3.0816981736264182e-06,9.65276940804815e-06,-7.12031078542533e-07,-1.299094497400586e-06,9.402651730314604e-06,7.719242642806258e-05,-7.227097827460803e-05
4543,1786181256.7955315,0.005763530731201172,4514,True,True,,0.0024802903966531773,-0.002412614674439745,0.0002366171821243726,0.052619628145733434,-0.013590747991876345,0.0182779985370356,1.0,2.6333933091116624e-09,0.0,-0.00011287120523078772,-0.0013256175581757342,0.0010936075984417622,-0.00047577020889641637,4.049632054828825e-05,4.784169479839382e-05,0.0017222019042155323,0.0004798813097136333,4.0199314152627785,-8.471691677213913e-06,-4.262452862490143e-05,4.8009982096157396e-05,-6.423790741801795e-05,-0.00012489571341356052,0.00021395072824653878,-3.090632197354551e-05,1.667974314654503e-06,2.849948690527162e-06,9.45182205653121e-06,-1.0518551070630927e-06,-1.2011687774956548e-06,7.847177977559607e-06,7.709185689516943e-05,-7.042716104951221e-05
4544,1786181256.7995377,0.004006147384643555,4515,True,True,,-0.002855483425403354,0.0018494951806673175,0.00023781835090186734,-0.16082851908182985,-0.007301456718110511,-0.0018454475904032819,1.0,2.6156216251403484e-09,0.0,-9.229862658396287e-05,-0.0013069917597927274,0.0010536920489923774,-0.0004434199882761218,3.944369340385013e-05,4.40473136709673e-05,0.00168137248423576,0.0004473446733713966,3.671566208397912,-6.8803184523571155e-06,-4.1810723141192016e-05,4.584537118022541e-05,-5.228054993174179e-05,-0.00012353980471403557,0.00020431106152285695,-2.8444937190607726e-05,1.6135112489670025e-06,2.5961175955612296e-06,8.699343945021983e-06,-1.0175892459188116e-06,-1.0942623864520257e-06,6.451693577929627e-06,7.548490102533507e-05,-6.726382990288747e-05
4545,1786181256.8055367,0.005999088287353516,4516,True,True,,-0.002864182769348376,0.0018505127699132364,0.00023891261328832028,-0.16074679599174985,-0.006985622391306969,-0.0017756864356055502,1.0,2.6370537500548314e-09,0.0,-6.622959201742912e-05,-0.0013001689224114276,0.001019892415821949,-0.00043175920109624375,4.479040007414263e-05,3.9990954480601424e-05,0.0016537853928229077,0.0004359145146818788,3.516207281928537,-5.088834035180408e-06,-4.186757294400475e-05,4.474739232500354e-05,-3.8682487740406026e-05,-0.0001239371970371513,0.0001993911528766265,-2.8077453160443956e-05,1.8512350528395268e-06,2.3886145158582008e-06,8.586704096310539e-06,-1.1676609316467517e-06,-1.0068380745152886e-06,4.908430592203457e-06,7.556671361303696e-05,-6.565944455578876e-05
4546,1786181256.8098738,0.0043370723724365234,4517,True,True,,-0.008199091473444687,0.003982208430844883,0.00023991945136283416,0.07626726974482831,0.015605511938571116,-0.022672794626068082,1.0,2.625303862254083e-09,0.0,-4.747057220044759e-05,-0.0012829455285567146,0.000981293714866835,-0.0004040883486537048,4.3732960525325856e-05,3.6527616834151815e-05,0.0016159022369270546,0.00040808605972952617,3.2324142306659667,-3.688986390052108e-06,-4.117999562411365e-05,4.2791116840291915e-05,-2.816854744639601e-05,-0.00012276201865782125,0.00019066639516100278,-2.6050779800943466e-05,1.7996262913441222e-06,2.1661692806598425e-06,7.967090097155632e-06,-1.1351626037111872e-06,-9.132041118513843e-07,3.6807958927993237e-06,7.421125706783379e-05,-6.279610380395726e-05
4547,1786181256.8155282,0.005654335021972656,4518,True,True,,-0.008207058563541841,0.003983343593448594,0.0002408326554746848,0.0764489988729682,0.0161356450490792,-0.022611662974858504,1.0,2.6394582247601505e-09,0.0,-2.5327193732556375e-05,-0.0012730423906496136,0.0009469312932686845,-0.0003515670950722985,2.5526045829523725e-05,1.6959458824592037e-05,0.0015868072565074667,0.00035290030404760004,2.810099222814011,-2.140886881894275e-06,-4.112458416494762e-05,4.151309447718345e-05,-1.6919293281157327e-05,-0.00012433839927024007,0.0001849402180322628,-2.284162898882046e-05,1.0571148744662817e-06,1.0147424703665593e-06,6.986034203138559e-06,-6.66361771676498e-07,-4.2789829984857924e-07,2.2827253382507387e-06,7.387290369884446e-05,-6.092532272845669e-05
