imu_index,timestamp,dt,pose_index,has_pose_match,update_applied,skip_reason,omega_hat_x,omega_hat_y,omega_hat_z,q_norm,P_theta_x,P_theta_y,P_theta_z,P_bg_x,P_bg_y,P_bg_z,P_min_eigenvalue,P_symmetry_error,r_theta_x,r_theta_y,r_theta_z,residual_norm,R_x,R_y,R_z,NIS,delta_theta_x,delta_theta_y,delta_theta_z,delta_bg_x,delta_bg_y,delta_bg_z,K_theta_x,K_theta_y,K_theta_z,K_bg_x,K_bg_y,K_bg_z
5712,1786181262.6397605,0.0041925907135009766,5683,True,True,,-0.0007477669103914851,0.00017230285508013478,-4.10237473794095e-06,1.0,7.701050126033781e-09,2.7500680687470498e-09,4.272732761540059e-09,3.273979351051863e-08,1.581516320210267e-08,2.371620142229671e-08,2.5226503146057347e-09,0.0,4.322775075955809e-05,-0.00022249516713522446,0.0002719637170881896,0.0003540296615351414,1.215005e-07,6.629472e-08,7.652839e-08,1.6426891670543369,2.7408123020934976e-06,-9.229633941843867e-06,1.518429990248285e-05,-8.374879649297632e-07,5.8355146406851e-06,-6.403630647019048e-06,0.0633828677694475,0.041482459945304195,0.05583199598271153,-0.019359849834380737,-0.02622628549484384,-0.02354687768248789
5713,1786181262.6455445,0.005784034729003906,5684,True,True,,-0.0018121944224265552,-0.0030293276595605503,-0.006389283744090922,1.0,7.787800327929402e-09,2.773659387366257e-09,4.33749820405159e-09,3.274787537966757e-08,1.5824594300115745e-08,2.372768923446739e-08,2.5421502728782003e-09,0.0,5.9053397404539356e-05,-0.00021361081054164426,0.0002636756484990258,0.0003444440879688001,1.215005e-07,6.629472e-08,7.652839e-08,1.543342260921646,3.785269514940542e-06,-8.937095824320927e-06,1.4944733759617915e-05,-1.1562932260402337e-06,5.6504937731269005e-06,-6.302478762898131e-06,0.06409685825218556,0.041838315143955404,0.0566782889941889,-0.019577623104304148,-0.026451122267302993,-0.023903162907591268
5714,1786181262.649751,0.004206418991088867,5685,True,True,,0.004580548870799485,-0.003034978153333677,-0.0042524542653280244,1.0,7.715595228769068e-09,2.7590986089236394e-09,4.316215047934674e-09,3.274113028196213e-08,1.5818766109854405e-08,2.3723868990186186e-08,2.5301158239549647e-09,0.0,4.802327256209595e-05,-0.00020187430891247836,0.0002566146936079527,0.00033001601822027905,1.215005e-07,6.629472e-08,7.652839e-08,1.4188688996411905,3.0493982879284326e-06,-8.40160914395843e-06,1.447303946311878e-05,-9.3142548125949e-07,5.312175002153621e-06,-6.1034791310887766e-06,0.0635025800464982,0.041618678075879184,0.05640018100602895,-0.019396148202448057,-0.02631254826516049,-0.02378566650580268
5715,1786181262.6554039,0.005652904510498047,5686,True,True,,0.0013856872962807443,-0.000909761328335831,1.470721380306475e-05,1.0,7.788248930076036e-09,2.778986522854474e-09,4.369780973547425e-09,3.2747896164682756e-08,1.5826695885546412e-08,2.3733336686858315e-08,2.546547977943985e-09,0.0,3.91267317191554e-05,-0.00018835135765933077,0.0002460662768260593,0.0003123391548592247,1.215005e-07,6.629472e-08,7.652839e-08,1.2705046820789003,2.5078776143591797e-06,-7.895297126507927e-06,1.4050304846145051e-05,-7.659919523451722e-07,4.992021004236977e-06,-5.924962007560911e-06,0.06410055044352218,0.04191867049312345,0.05710012942227914,-0.01957850600806358,-0.02650187415893931,-0.024079844724756754
5716,1786181262.6596756,0.004271745681762695,5687,True,True,,-0.0007440757117669105,0.0012157756506599319,0.0010858971758106253,0.9999999999999999,7.722139633496713e-09,2.76552281223631e-09,4.34832663856747e-09,3.27417199538625e-08,1.5821293611157125e-08,2.372946951863897e-08,2.5354280628927543e-09,0.0,4.973825365093524e-05,-0.0001817526791751821,0.00024543161594093275,0.0003094262567510698,1.215005e-07,6.629472e-08,7.652839e-08,1.2389634997075378,3.1611968938660187e-06,-7.5818177948210425e-06,1.3945283183297539e-05,-9.655726609739818e-07,4.793800341553839e-06,-5.88056713955031e-06,0.0635564432522878,0.04171558174890362,0.05681978463866935,-0.019412348445795403,-0.026373595351630273,-0.023961133232751227
5717,1786181262.665539,0.0058634281158447266,5688,True,True,,0.005648476860894063,0.001210981850318378,0.007483366742950175,1.0,7.813801526261932e-09,2.7897795289946447e-09,4.409010314224739e-09,3.2750254617557746e-08,1.5830944346856776e-08,2.3740175516245123e-08,2.5554605826563163e-09,0.0,3.141149303704707e-05,-0.00017137437989028122,0.0002037229445076468,0.0002680651004820669,1.215005e-07,6.629472e-08,7.652839e-08,0.9430435822726235,2.0207197402417123e-06,-7.211537160389838e-06,1.1736836597660467e-05,-6.173173014420854e-07,4.559661353747e-06,-4.948878661276477e-06,0.0643108590396959,0.042081473846712424,0.05761274102777003,-0.01964237356831062,-0.026604182777188932,-0.0242940181080238
5718,1786181262.6697643,0.004225254058837891,5689,True,True,,0.0003227711781955057,0.002271688188964631,-0.002099065378388547,1.0,7.740225308700626e-09,2.7744140872903606e-09,4.381000507826391e-09,3.274337844663583e-08,1.58247635100708e-08,2.3735127992016114e-08,2.5427842181788783e-09,0.0,3.6044452824078706e-05,-0.00017574481502814242,0.00019487434910341313,0.00026488007574587816,1.215005e-07,6.629472e-08,7.652839e-08,0.92423437881986,2.2968010042166147e-06,-7.354735799133355e-06,1.1155730886274069e-05,-7.0164150434458e-07,4.65014074420174e-06,-4.703689154671131e-06,0.06370529594962131,0.04184969911197972,0.057246735598082986,-0.019457405838773627,-0.0264575561078722,-0.02413896251634917
5719,1786181262.6755342,0.005769968032836914,5690,True,True,,0.00351926681969985,-0.0030592859517795702,-0.0010290966892338733,1.0,7.820901411045673e-09,2.7958415474229277e-09,4.433473116618366e-09,3.2750886371983965e-08,1.5833265543680507e-08,2.3744359163694513e-08,2.560473172392409e-09,0.0,2.1474327415464466e-05,-0.0001666716915779816,0.00017360965625182163,0.0002416214234195471,1.215005e-07,6.629472e-08,7.652839e-08,0.7759385404052668,1.3826274184466151e-06,-7.0288388145861315e-06,1.005736973775637e-05,-4.223361309887089e-07,4.444023606822332e-06,-4.240246647789867e-06,0.06436929406001597,0.042172914303822036,0.057932397589559065,-0.019659813377022408,-0.02666098862664425,-0.024426406059398224
5720,1786181262.6797926,0.004258394241333008,5691,True,True,,-0.000741368844169161,-0.0019984639753863926,-0.0042206524425860825,1.0,7.749583749188702e-09,2.7807721590276382e-09,4.404473977360805e-09,3.2744220776295766e-08,1.5827193153103282e-08,2.3739129161755804e-08,2.5480496277392243e-09,0.0,2.3294318456555283e-05,-0.00015905564327215458,0.0001654870564819542,0.00023071040026868275,1.215005e-07,6.629472e-08,7.652839e-08,0.7070426885659289,1.4858402977997558e-06,-6.671520102332103e-06,9.524135915052395e-06,-4.537955041682258e-07,4.218038421582546e-06,-4.015314822854499e-06,0.06378231982974907,0.041945605288132404,0.05755346449752109,-0.01948051649830226,-0.026517055602003105,-0.024265785651918448
5721,1786181262.685544,0.005751371383666992,5692,True,True,,0.0003243489513350073,-0.0009374190138079753,-0.003151371127763227,1.0,7.827372975776849e-09,2.8012869727684663e-09,4.453467079089246e-09,3.275145890416866e-08,1.5835317880158157e-08,2.374773316777201e-08,2.5649797770837977e-09,0.0,1.9935164427974944e-06,-0.00014290622833662268,0.0001620438575508048,0.00021606567514335115,1.215005e-07,6.629472e-08,7.652839e-08,0.6182161517649316,1.282953741611938e-07,-6.038340770563264e-06,9.429750490375068e-06,-3.912581861851917e-08,3.817597566579653e-06,-3.975262183442593e-06,0.06442255773817787,0.042255053982153505,0.05819365961425657,-0.019675664511481967,-0.026711638028267516,-0.02453392590155678
5722,1786181262.6897879,0.0042438507080078125,5693,True,True,,-0.006067197922846374,0.0022545583886254446,-0.0010168658655797854,0.9999999999999999,7.753901539722033e-09,2.7854608828123973e-09,4.421561511506077e-09,3.274459315565056e-08,1.5828937189362615e-08,2.3741985112575897e-08,2.5519388899652315e-09,0.0,5.5978387569531175e-06,-0.00013844160807675935,0.00016488871422367185,0.00021537340300966507,1.215005e-07,6.629472e-08,7.652839e-08,0.6119430514303906,3.5716738997489534e-07,-5.81673606873107e-06,9.526659701010936e-06,-1.090490974837519e-07,3.6773013132018987e-06,-4.0160488696120214e-06,0.0638178570476255,0.0420163307481786,0.05777674809446851,-0.019490965239993815,-0.026560417754036683,-0.024357268957802006
5723,1786181262.695616,0.005828142166137695,5694,True,True,,-0.00500182487374889,0.0022508810873122427,0.0043134701832898276,1.0,7.838383307986707e-09,2.8073889683037573e-09,4.472538695478706e-09,3.275245480074724e-08,1.5837615118333754e-08,2.3750935152811372e-08,2.570029027719574e-09,0.0,2.627529251927514e-05,-0.00013790686123152035,0.00016623040513148577,0.00021758042412377355,1.215005e-07,6.629472e-08,7.652839e-08,0.6200156127578722,1.6953784522335883e-06,-5.840015364083212e-06,9.715002056240988e-06,-5.178288832434248e-07,3.6916402429909434e-06,-4.095204530287775e-06,0.06451317739050332,0.04234709742520449,0.058442869309759136,-0.019702904972480128,-0.026768295795616282,-0.024636198148564943
5724,1786181262.6997051,0.0040891170501708984,5695,True,True,,0.0024555439551343533,0.001181923447069252,0.008578623387820113,1.0,7.749013873527535e-09,2.787521552184587e-09,4.430791891194271e-09,3.274410794850753e-08,1.58296187855301e-08,2.3743442833829717e-08,2.5536620458965843e-09,0.0,2.649623643552933e-05,-0.00013098668504249038,0.0001355081285240449,0.00019032082150872802,1.215005e-07,6.629472e-08,7.652839e-08,0.479384835404969,1.6904749506262497e-06,-5.507711771604789e-06,7.845549337129234e-06,-5.163933210179536e-07,3.4815356632651073e-06,-3.307020869903863e-06,0.06377762952454126,0.04204741417623523,0.05789736189488191,-0.01947828765902795,-0.02657856107486888,-0.024405427243934363
5725,1786181262.7055485,0.005843400955200195,5696,True,True,,0.003521325348455371,0.0011784419114059868,-0.0020707125913099825,0.9999999999999999,7.83552474199925e-09,2.809643645739328e-09,4.481523354916636e-09,3.2752162026862505e-08,1.5838373498399942e-08,2.3752351573642965e-08,2.571909302657435e-09,0.0,2.425833193389625e-05,-0.00014033819960076666,0.00012779620469956953,0.00019135084758373555,1.215005e-07,6.629472e-08,7.652839e-08,0.48993207737061745,1.5649413571922577e-06,-5.947677422596313e-06,7.483703056970505e-06,-4.780389267131584e-07,3.759567122241701e-06,-3.154201887713886e-06,0.06448965019735518,0.042381107329378956,0.058560272271478545,-0.01969536573184043,-0.026788265891798786,-0.024683025754324572
5726,1786181262.7100823,0.0045337677001953125,5697,True,True,,0.003521803387382084,-0.003086375655716255,-0.0020675583894222693,1.0,7.788340679576053e-09,2.799855296666937e-09,4.461075964815112e-09,3.2747745849985874e-08,1.5834387339245446e-08,2.374863319110402e-08,2.5638578955214035e-09,0.0,1.872958147773327e-05,-0.00013637729030129732,0.00012165273367182598,0.0001837088733351865,1.215005e-07,6.629472e-08,7.652839e-08,0.4535119749909637,1.20092032842684e-06,-5.759622936532964e-06,7.091385676373533e-06,-3.6681147161572675e-07,3.6406839460455036e-06,-2.9886890591216243e-06,0.064101305601323,0.0422334583369774,0.058293085278883515,-0.01957666687312194,-0.026694315090585376,-0.02456930776590232
5727,1786181262.7153308,0.005248546600341797,5698,True,True,,0.0013916411988536999,-0.0041552793396623005,-0.0009993047003631472,1.0,7.814128784245769e-09,2.8073094186841416e-09,4.4786864798912485e-09,3.2750137180612583e-08,1.583728365551602e-08,2.3751668181357328e-08,2.570012183451542e-09,0.0,-1.7829964292542145e-06,-0.00011877873069891603,0.00011771659013808676,0.00016723863649423435,1.215005e-07,6.629472e-08,7.652839e-08,0.37430187146954397,-1.1454454778469426e-07,-5.029690642500782e-06,6.889038510073211e-06,3.499351454802747e-08,3.179251906742153e-06,-2.903245966871442e-06,0.06431355250353052,0.04234589749256779,0.05852320268652813,-0.019641270590374824,-0.026764442162978828,-0.024664865880892155
5728,1786181262.7197325,0.004401683807373047,5699,True,True,,-0.0060652447946608476,0.001167862408430957,6.886054560372237e-05,1.0,7.757115609858393e-09,2.7946545579272137e-09,4.451929708358635e-09,3.274481276938649e-08,1.5832168704264445e-08,2.3746845110388974e-08,2.5595930286535947e-09,0.0,1.5017381112186178e-05,-0.00011290378764523236,0.00011651668752699217,0.00016293841005843619,1.215005e-07,6.629472e-08,7.652839e-08,0.35299384206685647,9.589184973913613e-07,-4.759454603087684e-06,6.7781500218803e-06,-2.928513806989931e-07,3.008251402006959e-06,-2.8564915736364626e-06,0.06384431019965374,0.04215500957942102,0.05817357072158675,-0.019498000538800672,-0.0266433871552498,-0.024516675066767378
5729,1786181262.725559,0.005826473236083984,5700,True,True,,0.0013918990567198506,0.00116485415702895,0.003267513037177358,1.0,7.815119266535496e-09,2.8197844965819823e-09,4.4817479751031655e-09,3.2750209090249146e-08,1.5842117727993334e-08,2.3752043424469317e-08,2.5803053620694386e-09,0.0,0.00019362599420899058,0.0002574739592382916,0.0003591526532666966,0.0004824670907614005,1.155596e-07,6.855259e-08,7.169983e-08,2.9163359655974426,1.3093327328112398e-05,1.05904376657526e-05,2.2449576137066404e-05,-3.998339916254008e-06,-6.6931254103239215e-06,-9.460841357102934e-06,0.06762847284825141,0.041133157614864864,0.0625070934741537,-0.02065330773115572,-0.025996291153901663,-0.02634115535472634
5730,1786181262.730126,0.00456690788269043,5701,True,True,,0.0003306323966361047,0.001171547282439274,0.00434223587853446,1.0,7.748047876835492e-09,2.8139007639874238e-09,4.445474569378883e-09,3.274394568083833e-08,1.583967967592933e-08,2.3745533385966057e-08,2.5754770671756636e-09,0.0,0.00018498226598316235,0.0002494448514657612,0.0003329312777960807,0.0004552849749178773,1.155596e-07,6.855259e-08,7.169983e-08,2.5967522221168675,1.240123275070107e-05,1.023863679859536e-05,2.064222120496014e-05,-3.786974702359591e-06,-6.4707433819978805e-06,-8.698853419305885e-06,0.06704806769507879,0.04104732957582706,0.06200118703008393,-0.02047605006669821,-0.025941278663962366,-0.026127054127892294
5731,1786181262.7353861,0.0052602291107177734,5702,True,True,,0.0024649483713384645,0.0022432840258212717,0.0022204077319537656,1.0,7.754300479622875e-09,2.8244988424247916e-09,4.44789782937002e-09,3.274452879137511e-08,1.5843808393009524e-08,2.3745901859866963e-08,2.5842142523906746e-09,0.0,0.00016962850019161863,0.00023539026005528293,0.00030068159124784806,0.00041784186233728384,1.155596e-07,6.855259e-08,7.169983e-08,2.1899720684969406,1.1381079169566636e-05,9.698171287723118e-06,1.865302195702813e-05,-3.47547781713903e-06,-6.12882635773289e-06,-7.860274151398922e-06,0.06710217487227026,0.041201927352603106,0.06203498431715503,-0.020492539249780395,-0.026037792435545208,-0.026140274192082858
5732,1786181262.739687,0.004300832748413086,5703,True,True,,0.0014031598491556032,0.001184146852179005,-0.002032789993894838,1.0,7.670047223408576e-09,2.8121038873201197e-09,4.402327837468878e-09,3.273668051812164e-08,1.583877896099947e-08,2.373777689493415e-08,2.5740273435187992e-09,0.0,0.000166247035417786,0.0002166348290363333,0.0002788009797447781,0.00039025467613271734,1.155596e-07,6.855259e-08,7.169983e-08,1.8973442745146591,1.1033309299683373e-05,8.886337677902729e-06,1.711851663857885e-05,-3.3693925387455268e-06,-5.61556598667803e-06,-7.213555675852022e-06,0.06637308566371708,0.041021117937261486,0.06139941806852443,-0.020270167056647304,-0.025922922215431504,-0.025872191912528222
5733,1786181262.7455544,0.005867481231689453,5704,True,True,,0.0056675872416943485,-0.0030712955818343168,-0.003090841438218986,1.0,7.742939364159266e-09,2.836888659082367e-09,4.4399463596399255e-09,3.274349247271635e-08,1.5848553349936037e-08,2.374441541048099e-08,2.5944337715047108e-09,0.0,0.00013802169148043964,0.00020388188431796577,0.00025176486367876406,0.00035214110333125364,1.155596e-07,6.855259e-08,7.169983e-08,1.5643719412008728,9.24710632303748e-06,8.437242295120793e-06,1.559067183853296e-05,-2.8238634034045545e-06,-5.330979179069399e-06,-6.569693756611639e-06,0.06700386093926507,0.041382661876577125,0.06192408490418392,-0.02046280323659511,-0.026149718117213568,-0.026092345366206512
5734,1786181262.7498844,0.0043299198150634766,5705,True,True,,-0.0007211758949022466,-0.004131227602655247,-0.006280064744462374,0.9999999999999999,7.662839174561278e-09,2.8242299098798095e-09,4.3967430748199054e-09,3.273603250699651e-08,1.5843400036087673e-08,2.3736719397431848e-08,2.584044450998005e-09,0.0,0.00012195467884820109,0.00020145561479503448,0.00024127333722100206,0.00033715001361289096,1.155596e-07,6.855259e-08,7.169983e-08,1.4499059705952755,8.086240135461712e-06,8.299750107972477e-06,1.4795536450663323e-05,-2.4693714906082456e-06,-5.243838994709093e-06,-6.234650477858684e-06,0.0663107104621635,0.04119800441953791,0.0613215272037206,-0.020251416353861316,-0.026032188265161134,-0.025838307424076695
5735,1786181262.7555346,0.00565028190612793,5706,True,True,,-0.003914500523411638,-0.0009301917636605384,-0.004143303093984514,1.0,7.716335098541132e-09,2.8430822561283843e-09,4.424205592803495e-09,3.274103889465081e-08,1.5850793634352673e-08,2.374156923060023e-08,2.599562036980272e-09,0.0,0.00013004507448861744,0.00020049680586164284,0.00023387886866692412,0.0003343800469053016,1.155596e-07,6.855259e-08,7.169983e-08,1.4144695405560863,8.683192442093009e-06,8.315342616707867e-06,1.4431566640261825e-05,-2.651739902390849e-06,-5.253500430027942e-06,-6.081076315386071e-06,0.0667736397440943,0.041473010044507264,0.06170454788467044,-0.020392902869467586,-0.02620425149435032,-0.02599910854661464
5736,1786181262.7597907,0.004256010055541992,5707,True,True,,0.002479738216490753,0.002270856736769489,-0.000941426017669127,1.0,7.632662394336626e-09,2.828242544181619e-09,4.37914204174488e-09,3.2733250472217605e-08,1.584476994892921e-08,2.373355673972916e-08,2.5873852540976842e-09,0.0,0.00011082019426005573,0.00019450841315190288,0.0002255102513407646,0.0003177570010282742,1.155596e-07,6.855259e-08,7.169983e-08,1.2943310290410088,7.3193764573067e-06,8.024926689051458e-06,1.377353202696442e-05,-2.2353262203439354e-06,-5.069753071068405e-06,-5.803814144596397e-06,0.06604957438020256,0.041256538108503764,0.06107604498028772,-0.020172153500983562,-0.026066633689118938,-0.0257343823428224
5737,1786181262.765544,0.005753278732299805,5708,True,True,,-0.0028443484572889034,0.003341189489840558,0.0022601707964754712,1.0,7.699590580306161e-09,2.8491779934218256e-09,4.413754822603264e-09,3.273951531313139e-08,1.5852988179480845e-08,2.373968950810987e-08,2.604609590190358e-09,0.0,0.00011980710766503028,0.00017915345362242623,0.00022079223381663954,0.0003085432117315897,1.155596e-07,6.855259e-08,7.169983e-08,1.2027225139892008,7.98237261746377e-06,7.4459732265963565e-06,1.3591939645516245e-05,-2.4378867985789086e-06,-4.703886376951648e-06,-5.727058888306292e-06,0.06662874034705693,0.04156193063105924,0.061558790619046865,-0.020349191410555904,-0.026257759063060087,-0.025937380346320166
5738,1786181262.7698889,0.004344940185546875,5709,True,True,,0.0024844114295096754,0.0012153643762175094,0.0054616898553637785,1.0,7.626342286787022e-09,2.835932275247439e-09,4.374319881861977e-09,3.273269979954674e-08,1.584759393486413e-08,2.3732682181922397e-08,2.593750336554983e-09,0.0,9.899970565907268e-05,0.00017237298041891712,0.0001954898291694183,0.00027880039348568316,1.155596e-07,6.855259e-08,7.169983e-08,0.9951964988825605,6.532999455114271e-06,7.1308092001469135e-06,1.192686671350329e-05,-1.9952282237552103e-06,-4.504653695504043e-06,-5.025541981155115e-06,0.06599488307939144,0.041368710810332214,0.06100879014056755,-0.020155987889327216,-0.026134723077511687,-0.025705806908318383
5739,1786181262.775395,0.005506038665771484,5710,True,True,,-0.0028399153422665694,0.0022851350299130132,0.00014039239734493433,1.0,7.670937354564995e-09,2.850565474769016e-09,4.397188277323705e-09,3.273688344818476e-08,1.585330058270032e-08,2.3736740102885766e-08,2.605791840563351e-09,0.0,0.00010215575125507926,0.0001587259120675055,0.00017079900866918735,0.0002545623971416993,1.155596e-07,6.855259e-08,7.169983e-08,0.8184572038683022,6.780817166823626e-06,6.6000373421929105e-06,1.0474946082698963e-05,-2.0709763231702756e-06,-4.1692669864222175e-06,-4.413651377274071e-06,0.06638078842657195,0.041582170289546055,0.06132773643571602,-0.02027409614543056,-0.02626791093094599,-0.025840059811901704
5740,1786181262.7796948,0.00429987907409668,5711,True,True,,0.00035794863405660076,0.00015877529689943591,-0.004116251951277792,1.0,7.597055073841122e-09,2.836169859473682e-09,4.3574135664214385e-09,3.273001271414204e-08,1.5847456795676207e-08,2.3729683140480983e-08,2.5939872724981463e-09,0.0,9.984935434292543e-05,0.00014347204146911358,0.0001700067155337322,0.00024383683801382732,1.155596e-07,6.855259e-08,7.169983e-08,0.7470525961742076,6.564106942039131e-06,5.935701697689981e-06,1.0332033482559053e-05,-2.0048812623244383e-06,-3.749391351529502e-06,-4.3534784670682105e-06,0.06574144490405166,0.04137217655513356,0.060772997173760175,-0.02007928018346737,-0.026134389966493258,-0.02560667684863655
5741,1786181262.7855399,0.005845069885253906,5712,True,True,,0.002490482515318925,-0.0030332703117490344,0.00014915952718927428,1.0,7.67704115350793e-09,2.8586340689813786e-09,4.399087216148962e-09,3.2737499607691295e-08,1.585627842716149e-08,2.373708520644983e-08,2.6124566426617463e-09,0.0,9.27303750832922e-05,0.00014327179179953449,0.00015279390324571555,0.0002290670331095208,1.155596e-07,6.855259e-08,7.169983e-08,0.6620426129137278,6.160120667669215e-06,5.974403056621788e-06,9.374753190949089e-06,-1.8814412116279695e-06,-3.7735125544127803e-06,-3.95018645161858e-06,0.06643360790210118,0.041699869638717045,0.061354221008754165,-0.020290862695624405,-0.026339461640521995,-0.025851387591388584
5742,1786181262.7897925,0.00425267219543457,5713,True,True,,0.002492363956530553,-0.0008989677991946216,-0.0019774172863591087,1.0,7.59797661631283e-09,2.8425298022454095e-09,4.356745200973439e-09,3.273014137702058e-08,1.5849749153918538e-08,2.3729571393150538e-08,2.5992578738897186e-09,0.0,8.60097874615687e-05,0.00014315163561098198,0.00014187263449256496,0.00021912991291730236,1.155596e-07,6.855259e-08,7.169983e-08,0.6100071464141976,5.654849811884003e-06,5.9358160247582144e-06,8.62091797382454e-06,-1.7271501493665483e-06,-3.748946369459212e-06,-3.632644784918118e-06,0.06574941950296151,0.041464951216952296,0.060763675465265024,-0.020082300171801692,-0.026190157328422555,-0.025602911114280712
5743,1786181262.795549,0.005756378173828125,5714,True,True,,0.00249409110667992,0.0023005761471748373,-0.001973784641574189,1.0,7.669550247569993e-09,2.862461097351853e-09,4.394083266756933e-09,3.273684138069021e-08,1.5857558639868263e-08,2.37362054898033e-08,2.615641381931097e-09,0.0,7.798864235511569e-05,0.00013192520456223038,0.0001506934158708412,0.0002149302061647054,1.155596e-07,6.855259e-08,7.169983e-08,0.5897262829446889,5.1759769623739245e-06,5.5087549502782985e-06,9.235413294342057e-06,-1.580965773336788e-06,-3.4788112451189227e-06,-3.891529708034969e-06,0.0663687850174436,0.04175569581744512,0.0612844307535217,-0.020271644132736726,-0.026371903513357314,-0.025822211882511395
5744,1786181262.7998092,0.00426030158996582,5715,True,True,,0.0014304080724532565,0.0012387889584199565,0.004421691888133846,1.0,7.592135944879136e-09,2.8462398815889616e-09,4.352694658255842e-09,3.2729635999941554e-08,1.5850985245237174e-08,2.372886295399955e-08,2.602350399452532e-09,0.0,7.268386179881496e-05,0.00012108108941923061,0.00013264118966412695,0.00019374534620592013,1.155596e-07,6.855259e-08,7.169983e-08,0.47817602016499205,4.775074698713353e-06,5.027229688332911e-06,8.052517081202043e-06,-1.4585190503790046e-06,-3.1746790488925035e-06,-3.393147681661576e-06,0.06569887700384311,0.041519071406075636,0.06070718240396781,-0.020067427358156822,-0.026221541137564995,-0.02557936990536464
5745,1786181262.8055365,0.005727291107177734,5716,True,True,,0.0014318665915036355,-0.000888565362531151,0.00016402703581550743,1.0,7.661720002986909e-09,2.865216723893274e-09,4.3890494774053495e-09,3.273614978855511e-08,1.5858416378487348e-08,2.373532533207045e-08,2.6179463690774573e-09,0.0,0.00010160836837049106,0.00010896722843899498,0.0001457416668966549,0.00020841965086431998,1.155596e-07,6.855259e-08,7.169983e-08,0.5274957291103974,6.736582123384731e-06,4.554413617829071e-06,8.921704574286297e-06,-2.057676342537127e-06,-2.8758779384099793e-06,-3.7593393427245235e-06,0.06630102566246156,0.04179589306741463,0.061214224324564664,-0.020251513082191353,-0.026394524262623856,-0.0257929525844197
5746,1786181262.8102267,0.0046901702880859375,5717,True,True,,0.013151833267846172,-0.0030162184845927407,0.007624640375158229,1.0,7.62553281277976e-09,2.858736939157309e-09,4.369633055750573e-09,3.273278623054568e-08,1.585571110543804e-08,2.3731878830058673e-08,2.612655209695382e-09,0.0,6.314726594136356e-05,0.00011047199799360611,0.00010912460315237976,0.00016763000492075688,1.155596e-07,6.855259e-08,7.169983e-08,0.3587923205156798,4.166438427185768e-06,4.606917427963871e-06,6.650744769257498e-06,-1.2725409955993834e-06,-2.9087868954141466e-06,-2.802659872948011e-06,0.06598787824891043,0.04170137023133968,0.06094342282647902,-0.020156132683997605,-0.026333577773250214,-0.025679041294395057
5747,1786181262.8151948,0.004968166351318359,5718,True,True,,0.000369931808841772,0.00018248530230267337,-0.004090468964968822,1.0,7.619893447490713e-09,2.8591868248903148e-09,4.36627561029057e-09,3.273227811825732e-08,1.5855774697191612e-08,2.3731291213706045e-08,2.6130456816853784e-09,0.0,6.516335611292557e-05,0.00010098260252602295,0.00011480587819175186,0.00016620511021087184,1.155596e-07,6.855259e-08,7.169983e-08,0.3495046649606991,4.296517820250174e-06,4.2119088806638675e-06,6.991563506733001e-06,-1.3123398924887564e-06,-2.6591558155599707e-06,-2.94625264758416e-06,0.06593907775171093,0.041707932877689174,0.060896596418550414,-0.020141518636478496,-0.02633643256350532,-0.02565954613741503
5748,1786181262.8197014,0.004506587982177734,5719,True,True,,0.0025017731487342607,-0.0019453845418817668,0.001238800287678761,1.0,7.571733211997677e-09,2.848914163187433e-09,4.340326193547805e-09,3.272780659671931e-08,1.5851589267164197e-08,2.3726700710331996e-08,2.60463220716611e-09,0.0,4.361497596823397e-05,9.759550981397689e-05,9.217213947519588e-05,0.00014114833672415218,1.155596e-07,6.855259e-08,7.169983e-08,0.25986803970522204,2.8574093158743912e-06,4.056004609151706e-06,5.57986284826369e-06,-8.727460031075127e-07,-2.5606827255680057e-06,-2.3514863323361554e-06,0.06552232106629081,0.04155808206773243,0.0605346790071941,-0.020014652741173065,-0.026240967932784257,-0.025507556042978892
5749,1786181262.825543,0.005841493606567383,5720,True,True,,-0.004954205105262632,-0.0008775608591561988,-0.005150433225988902,1.0,7.698764806706466e-09,2.8545218631453235e-09,4.405922917128976e-09,3.273968006331218e-08,1.5853697747943903e-08,2.373835949467369e-08,2.6092640831241203e-09,0.0,0.000860141790130838,-0.000454891897958825,-0.0002750943968251746,0.0010111614436491688,1.265283e-07,6.054418e-08,7.812208e-08,9.662165720913608,5.233720080009244e-05,-2.1448340740890153e-05,-1.551557486599472e-05,-1.5987543639576584e-05,1.353941148470866e-05,6.5394909607532216e-06,0.060846188591957534,0.047147749880207694,0.056397921312637926,-0.018586369682836834,-0.029768412217961195,-0.023764403662428817
5750,1786181262.8297684,0.004225492477416992,5721,True,True,,0.0014533694383769447,0.002304694729359092,0.00016934728305034383,1.0,7.658185528048629e-09,2.82263889995591e-09,4.383364158622614e-09,3.2735897561344166e-08,1.584092916820073e-08,2.373434920494043e-08,2.5830795530106822e-09,0.0,0.0007956576870281957,-0.00043520122173884286,-0.00025427076549450526,0.0009418730702781566,1.265283e-07,6.054418e-08,7.812208e-08,8.464161816738727,4.81580784341307e-05,-2.029053618140853e-05,-1.4267971655849725e-05,-1.4711063761628386e-05,1.280847062183244e-05,6.0139242737283446e-06,0.06052547553627649,0.046621143284603546,0.056109158429356806,-0.01848860684295859,-0.029435449756753343,-0.023642928613082915
